index,Year,Country,Spending (2020 USD),Percent of GDP,Percent of Government Spending,Spending per Capita
1012,2014,Chile,4400.03999823644,0.0195852671299756,0.0824692466014546,287.33472729981065
1013,2015,Chile,4388.702819672825,0.0189848726603,0.0762996347184269,257.70898623861905
1014,2016,Chile,4533.205333517015,0.0191538871988883,0.0758538557610656,263.3868395897369
1015,2017,Chile,4753.968330592549,0.019359010748435,0.0761236966822154,290.7427252231012
1016,2018,Chile,4743.772406234712,0.0186392776997444,0.0732994498143431,296.10934554853776
1017,2019,Chile,4741.548436145359,0.0185666865340152,0.0703739533840923,273.4358658009792
1018,2020,Chile,5286.204682971643,0.0208901542872975,0.071540989343305,276.53299241324765
1019,2021,Chile,5743.433464917164,0.0196335905956343,0.0590220754068972,324.2992088000425
1020,1988,China,,,,
1021,1989,China,20067.666990244623,0.0244710131532582,0.1320633997767898,9.713182231719545
1022,1990,China,21815.41550611048,0.0245401611552734,0.1374736170064915,8.434433003436974
1023,1991,China,23187.78393624908,0.0231124341155314,0.1425364099482374,8.217285621535744
1024,1992,China,28199.30605748965,0.0244954206753442,0.1686762551647989,10.146810497471993
1025,1993,China,25931.740111556064,0.0192806687404062,0.1479610480806586,10.1411662789776
1026,1994,China,24951.45760405507,0.0169347959870483,0.140883852274478,8.021918396671749
1027,1995,China,25915.962380428173,0.0168623388691536,0.1515792236492705,9.980594634942506
1028,1996,China,27455.73019862479,0.0165272667000964,0.1495275645374258,11.405393277257255
1029,1997,China,29290.22055123763,0.0163265067284541,0.1409496969596474,12.440282511652542
1030,1998,China,31981.297895417705,0.0165508069090551,0.1305825861414058,13.389953788411953
1031,1999,China,38987.84843191927,0.0187146591412577,0.1252067071393867,15.976336675549389
1032,2000,China,42200.00836468519,0.018303437176953,0.1133874317032608,17.23073334662055
1033,2001,China,50037.84467856972,0.0197618599097991,0.1141989844673924,20.44557742357764
1034,2002,China,57470.70388356243,0.0204968606201025,0.1118912743676167,23.16447858724904
1035,2003,China,62197.20470604855,0.0198340627424446,0.1097382961064149,25.198737692157707
1036,2004,China,68508.5094398866,0.0192776497620507,0.1087979459269961,28.648629397957084
1037,2005,China,75231.20949723941,0.0185334243982047,0.1022876131005852,32.154136872698665
1038,2006,China,86596.0195431108,0.0185464883982163,0.1018730469929397,38.44368442968378
1039,2007,China,95191.6136866416,0.017398128588345,0.0962773653825956,46.16409193101064
1040,2008,China,104150.06608681496,0.0171233436060411,0.0764650934992802,58.24660790832448
1041,2009,China,126379.79875169547,0.0188613315154918,0.073992884936945,70.96963474260299
1042,2010,China,132604.3786490675,0.0173947515006373,0.0696911584511205,77.09073648724211
1043,2011,China,142352.9331327861,0.0166557605252677,0.0616618115195221,91.01820210709414
1044,2012,China,156979.03490682054,0.0169336816326384,0.0603539585943168,104.8453839935726
1045,2013,China,169742.4532512508,0.0170285509558015,0.0596763314725654,117.87662420026984
1046,2014,China,183291.4264814408,0.0172868906768381,0.0596824893883424,130.12884024175145
1047,2015,China,197680.5110322049,0.0175071776735043,0.0559544699877189,139.70153650628237
1048,2016,China,209060.06827699105,0.0177069571932743,0.055450283479378,140.40415956416905
1049,2017,China,221917.58457364925,0.0174645507017873,0.0542723076541776,148.09273518704694
1050,2018,China,234916.6821551054,0.0173953368321942,0.0510214975117352,162.87670068901167
1051,2019,China,246361.19295738207,0.017278278625043,0.0491195189563631,167.62117268581002
1052,2020,China,257973.4298335652,0.0179883350497496,0.0475171385538158,179.23235479542146
1053,2021,China,270016.55336553784,0.0173634051023639,0.0502549778337058,203.1218781392396
1054,1988,Colombia,1745.5030048537922,0.0219924475548319,0.1086022220519758,27.099091983561504
1055,1989,Colombia,1779.1765833525535,0.0218818380743982,0.088778028108572,26.65698193869219
1056,1990,Colombia,1860.457156544724,0.0186015929954806,0.0910071869210253,26.885148613153568
1057,1991,Colombia,1842.0327439455432,0.0185348178319724,0.0897705173084402,27.000047076009288
1058,1992,Colombia,2103.611626669155,0.0210667794255338,0.0974865475552656,32.02385692586798
1059,1993,Colombia,2709.5485143328856,0.0252526701829096,0.108020532739264,43.58476228192859
1060,1994,Colombia,2830.533249906104,0.0250840701347047,0.1020486046540067,56.073237164230825
1061,1995,Colombia,3304.698406912441,0.02831626580577,0.1067696609118816,71.91834895045113
1062,1996,Colombia,5122.596582566968,0.0444539325396431,0.148410653504782,116.47837726676926
1063,1997,Colombia,3293.3771077597894,0.0280178788575935,0.0895809453290643,79.22572528609771
1064,1998,Colombia,3933.99275066729,0.0344098574204708,0.1093292276446438,88.35905373628712
1065,1999,Colombia,4185.959255586034,0.0376274205786296,0.1114378756998134,83.26615468009102
1066,2000,Colombia,4248.434997598864,0.0303168353865852,0.1148049228830345,76.40481436379571
1067,2001,Colombia,4672.5069275273645,0.0332387281880531,0.12162468020259,81.0919662219526
1068,2002,Colombia,4906.182575557808,0.0341712762358197,0.1225104640274905,81.89657741082743
1069,2003,Colombia,5153.780507808312,0.0346398869081495,0.1244553183442113,79.0273238572217
1070,2004,Colombia,5500.987246108156,0.0346501517406307,0.1309561629647768,96.41831426907156
1071,2005,Colombia,5600.377173740892,0.0335287338750455,0.1303502074048381,115.22674409024488
1072,2006,Colombia,5921.62916861928,0.0327613063886761,0.1158822134005834,123.29955877088685
1073,2007,Colombia,6281.898770657968,0.0326673966297973,0.1166918008696265,154.91706905905974
1074,2008,Colombia,7425.457776611584,0.03744606436685,0.1314599258071475,204.52221222356903
1075,2009,Colombia,7800.685273177924,0.0388535386793267,0.1257338599975783,201.85927759828456
1076,2010,Colombia,7741.300267376232,0.0364275560218359,0.1198315650380293,230.4591578100793
1077,2011,Colombia,7205.911607565021,0.0308161364181939,0.1017785105436322,225.70962280089657
1078,2012,Colombia,7713.294118463253,0.0315896023510956,0.108481405853833,254.06441341997143
1079,2013,Colombia,8398.91352302827,0.0327440100420587,0.1090813849831956,268.9281132900747
1080,2014,Colombia,8283.24455854151,0.0310825884811044,0.0994286356701406,252.213228057026
1081,2015,Colombia,8326.25248810407,0.0310996008410672,0.0994316981957121,192.06593663621507
1082,2016,Colombia,8209.210059496101,0.0307113102611539,0.102392681575753,180.0930113702954
1083,2017,Colombia,8760.352427544034,0.0320906243683397,0.1094148374472547,204.825798764718
1084,2018,Colombia,8609.656660511493,0.0306210551143265,0.0875192448063037,204.07804092850589
1085,2019,Colombia,9255.774709902,0.0314073396372243,0.0956741366924133,201.9815223896064
1086,2020,Colombia,9554.131505351015,0.0349945934177482,0.1051859360972755,187.76667070241567
1087,2021,Colombia,10006.261100277412,0.0340189397556367,0.0957225871787252,198.574772599317
1088,1988,"Congo, DR",179.1364337447756,,,6.62495158124473
1089,1989,"Congo, DR",56.2080036490531,,,2.0168758134563487
1090,1990,"Congo, DR",39.7481065706356,,,1.3271065974365828
1091,1991,"Congo, DR",36.54433047486247,,,1.2223456391255685
1092,1992,"Congo, DR",69.73462481535995,,,2.290868762056992
1093,1993,"Congo, DR",214.2392779119196,0.0522608568530077,,12.087124007881648
1094,1994,"Congo, DR",,,,
1095,1995,"Congo, DR",,,,
1096,1996,"Congo, DR",89.61421865553896,0.0154680109104719,0.1605734767025089,2.0878424581663784
1097,1997,"Congo, DR",73.77642126685342,0.0141085112381147,0.1266973532796317,1.912634698308364
1098,1998,"Congo, DR",22.206680094831857,0.0042845416141109,0.0347120843471208,0.5937495471879366
1099,1999,"Congo, DR",80.90840059780987,0.0115815066378511,0.1216457235508715,3.2508244831830355
1100,2000,"Congo, DR",63.70050553309064,0.002202607725723,0.0887128833980612,2.820953205619231
1101,2001,"Congo, DR",,,,
1102,2002,"Congo, DR",,,,
1103,2003,"Congo, DR",102.61305971892304,0.0088064571071436,0.0958687618303638,1.5305104787434562
1104,2004,"Congo, DR",170.02845154350896,0.0133660438482267,0.1793904710945223,2.593563201214232
1105,2005,"Congo, DR",199.56737674506888,0.0138079545825312,0.1582334252245406,3.0154612656134008
1106,2006,"Congo, DR",216.55389651892656,0.0143463385466568,0.1566963652055594,3.625120834539788
1107,2007,"Congo, DR",204.4577143307096,0.0125407552761628,0.1259631705668616,3.510747306061925
1108,2008,"Congo, DR",147.08255549815152,0.0080854254376853,0.0692766234168395,2.6484982302062887
1109,2009,"Congo, DR",158.44794505458415,0.0065623976502104,0.0526269113101127,1.9596472478451032
1110,2010,"Congo, DR",248.41442315180896,0.0085173133913521,0.0534978735881255,2.8449615499079925
1111,2011,"Congo, DR",284.2438843869998,0.009241090803273,0.0660804698402876,3.577073576335488
1112,2012,"Congo, DR",360.8235555802536,0.0113455027573241,0.0825987631779671,4.81728719338958
1113,2013,"Congo, DR",403.14062005551534,0.0114617797676589,0.0898995116392514,5.247770475368457
1114,2014,"Congo, DR",364.9775442521948,0.009502471395414,0.0513921425091365,4.6257084388169885
1115,2015,"Congo, DR",522.0210494760562,0.0129563974884726,0.0751894301262162,6.443397955001033
1116,2016,"Congo, DR",446.1039171861029,0.0106610820875977,0.0736443336030718,5.022702981977887
1117,2017,"Congo, DR",352.34426554410067,0.0077046713572151,0.0741775324902593,3.6270233579967774
1118,2018,"Congo, DR",303.26340311099153,0.0062391251468713,0.0560798914463727,3.513207934475308
1119,2019,"Congo, DR",350.53402323854806,0.0070805901280774,0.0544981512266365,4.0638956296945485
1120,2020,"Congo, DR",362.0916155392712,0.0074945396519706,0.0626854988590224,4.042960837186623
1121,2021,"Congo, DR",301.76232824546133,0.0056168578000002,0.0433043266415727,3.313329824856714
1122,1988,"Congo, Republic",,,,
1123,1989,"Congo, Republic",,,,
1124,1990,"Congo, Republic",,,,
1125,1991,"Congo, Republic",,,,
1126,1992,"Congo, Republic",205.22429162227604,0.0428755641521598,0.1168659538722171,50.44887512512079
1127,1993,"Congo, Republic",182.35849543312287,0.040778742436201,0.1109758716975728,42.764679707447655
1128,1994,"Congo, Republic",,,,
1129,1995,"Congo, Republic",,,,
1130,1996,"Congo, Republic",,,,
1131,1997,"Congo, Republic",,,,
1132,1998,"Congo, Republic",,,,
1133,1999,"Congo, Republic",,,,
1134,2000,"Congo, Republic",,,,
1135,2001,"Congo, Republic",116.08673627485548,0.0194849387296782,0.0616342313905112,16.919186926964496
1136,2002,"Congo, Republic",137.32466840115936,0.0234120385766544,0.0660758101929445,21.36079462294704
1137,2003,"Congo, Republic",152.84493138700958,0.026824982773895,0.0900417638623642,27.524704714050724
1138,2004,"Congo, Republic",179.77876854808264,0.0267387409398159,0.1000518047873718,35.41266022691768
1139,2005,"Congo, Republic",141.35965084511452,0.0165789391721431,0.0686164055470621,27.8542849930002
1140,2006,"Congo, Republic",164.9700026378336,0.0163711472814525,0.0589304333811494,33.796967102394184
1141,2007,"Congo, Republic",195.60456426896044,0.0226049500505107,0.0670460853925177,43.36418684326297
1142,2008,"Congo, Republic",215.20093999493847,0.0204130000658342,0.0740829821785111,51.788667240500914
1143,2009,"Congo, Republic",,,,
1144,2010,"Congo, Republic",238.7209908497696,0.0177827615466212,0.0722948902182267,51.09754811332026
1145,2011,"Congo, Republic",,,,
1146,2012,"Congo, Republic",,,,
1147,2013,"Congo, Republic",357.95972910391606,0.0261779522037438,0.0482282838947834,79.39807386364701
1148,2014,"Congo, Republic",681.7262145143721,0.050073706866691,0.0811402048539308,148.80593823261705
1149,2015,"Congo, Republic",,,,
1150,2016,"Congo, Republic",546.9039081389768,0.0644878239015512,0.1184026286059796,100.7452609792886
1151,2017,"Congo, Republic",399.4805375634343,0.0420937535258865,0.1194801159164032,72.77187538188375
1152,2018,"Congo, Republic",293.71218100662713,0.025081172795552,0.1112787374040487,55.732354166702336
1153,2019,"Congo, Republic",310.9713979432335,0.0274829659857992,0.1065003638681639,55.74302898519717
1154,2020,"Congo, Republic",298.38219194745164,0.0338433055518261,0.1232295308795076,54.0743370691286
1155,2021,"Congo, Republic",293.92836948202114,0.0291271196257524,0.1175939187702101,55.33954949389194
1156,1988,Costa Rica,,,,
1157,1989,Costa Rica,,,,
1158,1990,Costa Rica,,,,
1159,1991,Costa Rica,,,,
1160,1992,Costa Rica,,,,
1161,1993,Costa Rica,,,,
1162,1994,Costa Rica,,,,
1163,1995,Costa Rica,,,,
1164,1996,Costa Rica,,,,
1165,1997,Costa Rica,,,,
1166,1998,Costa Rica,,,,
1167,1999,Costa Rica,,,,
1168,2000,Costa Rica,,,,
1169,2001,Costa Rica,,,,
1170,2002,Costa Rica,,,,
1171,2003,Costa Rica,,,,
1172,2004,Costa Rica,,,,
1173,2005,Costa Rica,,,,
1174,2006,Costa Rica,,,,
1175,2007,Costa Rica,,,,
1176,2008,Costa Rica,,,,
1177,2009,Costa Rica,,,,
1178,2010,Costa Rica,,,,
1179,2011,Costa Rica,,,,
1180,2012,Costa Rica,,,,
1181,2013,Costa Rica,,,,
1182,2014,Costa Rica,,,,
1183,2015,Costa Rica,,,,
1184,2016,Costa Rica,,,,
1185,2017,Costa Rica,,,,
1186,2018,Costa Rica,,,,
1187,2019,Costa Rica,,,,
1188,2020,Costa Rica,,,,
1189,2021,Costa Rica,,,,
1190,1988,Cote d'Ivoire,181.44110218402463,0.0124914061221149,,
1191,1989,Cote d'Ivoire,194.67702136538813,0.0133037465830519,,
1192,1990,Cote d'Ivoire,185.9685408509856,0.0133343538456305,,
1193,1991,Cote d'Ivoire,189.7574839544948,0.0137485633155297,,
1194,1992,Cote d'Ivoire,185.77840375962825,0.0140745387954422,,
1195,1993,Cote d'Ivoire,184.40530542847029,0.0142855203312741,,
1196,1994,Cote d'Ivoire,162.20581270113374,0.0109673402255639,,
1197,1995,Cote d'Ivoire,,,,
1198,1996,Cote d'Ivoire,155.80625803638432,0.0084491859879559,,
1199,1997,Cote d'Ivoire,155.69336741524515,0.0079685159828683,,
1200,1998,Cote d'Ivoire,,,,
1201,1999,Cote d'Ivoire,,,,
1202,2000,Cote d'Ivoire,,,,
1203,2001,Cote d'Ivoire,,,,
1204,2002,Cote d'Ivoire,,,,
1205,2003,Cote d'Ivoire,294.1915437128219,0.0139160509170093,,
1206,2004,Cote d'Ivoire,310.3410116972424,0.0151507182012152,,
1207,2005,Cote d'Ivoire,297.15455235012354,0.0146253421225943,,
1208,2006,Cote d'Ivoire,307.6021143102602,0.0150194866558629,,
1209,2007,Cote d'Ivoire,334.92982992613645,0.0159076449926456,,
1210,2008,Cote d'Ivoire,335.57065114127033,0.0152285574168236,,
1211,2009,Cote d'Ivoire,398.83396853459294,0.0173023945566362,,
1212,2010,Cote d'Ivoire,381.4255817101542,0.0155796604921668,,
1213,2011,Cote d'Ivoire,319.25387532429755,0.0139202804464442,,
1214,2012,Cote d'Ivoire,388.92701490270485,0.0152141707161085,,
1215,2013,Cote d'Ivoire,387.066433848662,0.0137538725031252,,
1216,2014,Cote d'Ivoire,467.4696901600932,0.0147596904942974,,
1217,2015,Cote d'Ivoire,603.5980329354327,0.0171944602659167,,
1218,2016,Cote d'Ivoire,635.6613726028428,0.0170746367287381,,
1219,2017,Cote d'Ivoire,520.2569937192704,0.0132959989389096,,
1220,2018,Cote d'Ivoire,594.5924551529744,0.0141343544765217,,
1221,2019,Cote d'Ivoire,558.9528765655182,0.0122748072946625,,
1222,2020,Cote d'Ivoire,607.1558899682,0.0132823997840975,,
1223,2021,Cote d'Ivoire,603.9486899603244,0.0125148132873803,,
1224,1988,Croatia,,,,
1225,1989,Croatia,,,,
1226,1990,Croatia,,,,
1227,1991,Croatia,,,,
1228,1992,Croatia,1958.976628428372,0.0760738644340828,0.1989371980676328,165.22367657949508
1229,1993,Croatia,2487.847989927945,0.1072675715450447,0.2895764119601329,248.81582774108787
1230,1994,Croatia,2795.862503525901,0.111481772894242,0.238532312134485,348.909910995677
1231,1995,Croatia,2973.6161570737936,0.0931501043048841,0.211445948597214,446.26141002774784
1232,1996,Croatia,2786.951315384737,0.0829201114721082,0.1816225907664724,423.7593218241922
1233,1997,Croatia,2811.612625755321,0.0894249252887489,0.1687064775168756,396.5544308612498
1234,1998,Croatia,2167.700867129164,0.0660021947195918,0.11413401362254,317.7348234289221
1235,1999,Croatia,1690.495690515118,0.0442962970979594,0.0868377317570514,232.48406828087568
1236,2000,Croatia,1197.9126210006073,0.030300557771282,0.0641581692589634,149.00068502992642
1237,2001,Croatia,1109.7840871922654,0.0270277377254541,0.0590902440945768,142.80038651329997
1238,2002,Croatia,1200.5918501125336,0.0273063333651168,0.0539389750726153,166.8973473736199
1239,2003,Croatia,971.6277940642042,0.0204629888221726,0.0408658596307338,161.63115680103982
1240,2004,Croatia,882.7639417635194,0.0176014374945944,0.0359815943412389,166.7123641676208
1241,2005,Croatia,921.0848387553032,0.0176232843721918,0.0375245657098207,182.54017844320649
1242,2006,Croatia,930.987027031684,0.0168580508013673,0.0362172979447552,194.33334126961728
1243,2007,Croatia,958.08706768945,0.0162843061529318,0.0356979700607758,224.40479873912187
1244,2008,Croatia,1100.0562266990216,0.0184518791459963,0.0402322494605798,297.71584523533846
1245,2009,Croatia,1002.3404002084752,0.0178983447136447,0.0369031787170082,260.1010127597354
1246,2010,Croatia,928.7920148990928,0.0168119060118981,0.0349894755306086,234.72196246599609
1247,2011,Croatia,961.4026610749896,0.0175156823744834,0.0362377196369363,256.54162809577304
1248,2012,Croatia,878.7538150372737,0.0167036310928537,0.0349949281805317,222.374339761597
1249,2013,Croatia,839.7625248735018,0.0162500853904884,0.0341596951513293,223.7438962011012
1250,2014,Croatia,942.344103687877,0.018231861144387,0.0378563156819152,249.8754096055297
1251,2015,Croatia,938.068793468404,0.017605796848453,0.0366628734685971,208.6376053075401
1252,2016,Croatia,892.1966722952035,0.0160035813182895,0.034203020386105,198.78475696893324
1253,2017,Croatia,947.9048160776848,0.0164359339456583,0.0367673563549852,220.13795192880423
1254,2018,Croatia,925.9601628793276,0.0155249000456251,0.0341685905737935,232.52134667923173
1255,2019,Croatia,1004.5766837902086,0.0160930236735097,0.0349630816420105,242.569525749885
1256,2020,Croatia,1013.0027214998488,0.017708517942155,0.0325309043591411,246.7728919609864
1257,2021,Croatia,1640.2553911464977,0.0273556858687643,0.0504380373014716,426.2008440600484
1258,1988,Cuba,,,,
1259,1989,Cuba,,,,
1260,1990,Cuba,,,,
1261,1991,Cuba,,,,
1262,1992,Cuba,,,,
1263,1993,Cuba,,,,
1264,1994,Cuba,,,,
1265,1995,Cuba,,,,
1266,1996,Cuba,,,,
1267,1997,Cuba,,,,
1268,1998,Cuba,,,,
1269,1999,Cuba,,,,
1270,2000,Cuba,,,,
1271,2001,Cuba,,,,
1272,2002,Cuba,,,,
1273,2003,Cuba,,,,26.443491162539043
1274,2004,Cuba,,,,5.515343915343915
1275,2005,Cuba,,,,6.975416698378871
1276,2006,Cuba,,,,6.801122808470682
1277,2007,Cuba,,,,7.409620368546781
1278,2008,Cuba,,,,7.925359857832781
1279,2009,Cuba,,0.0338096005154639,,8.23573127871019
1280,2010,Cuba,,0.0332685611242382,,8.39814119362619
1281,2011,Cuba,,0.0308450500072474,,8.342484060876611
1282,2012,Cuba,,0.0393759997812444,,11.270520271478658
1283,2013,Cuba,,0.0351272878104422,,10.580808287857332
1284,2014,Cuba,,0.0353600476096012,,11.111591626410524
1285,2015,Cuba,,0.0308379144526184,,10.452101020120391
1286,2016,Cuba,,0.0307218792501319,,10.909479263225304
1287,2017,Cuba,,0.0287240323946138,,10.808088809122571
1288,2018,Cuba,,0.0287620737245072,,11.343193416473849
1289,2019,Cuba,,,,
1290,2020,Cuba,,,,
1291,2021,Cuba,,,,
1292,1988,Cyprus,459.3436591761978,0.0570025602914458,,331.2715548903486
1293,1989,Cyprus,471.505079938926,0.0536935509753425,,326.22591654108726
1294,1990,Cyprus,701.6846765894034,0.0737403561297369,,536.3873054302525
1295,1991,Cyprus,688.7931479851117,0.0726477612246644,,534.3389128149598
1296,1992,Cyprus,942.7679556451648,0.0912928604418491,,786.6755380912285
1297,1993,Cyprus,423.5541668006202,0.0407495260499477,,327.56687621507643
1298,1994,Cyprus,445.3553651506232,0.0402398919595774,,356.59393892082284
1299,1995,Cyprus,399.420914203898,0.0304103421492608,0.0989293361884368,349.51273159133467
1300,1996,Cyprus,599.4302894659062,0.0452471482889733,0.1378910776361529,513.2599190498532
1301,1997,Cyprus,760.0832322847101,0.0557391076988899,0.1636998254799302,599.4850602283403
1302,1998,Cyprus,678.5212559739654,0.0467631794591641,0.1373996789727126,532.1767272917544
1303,1999,Cyprus,419.61407068750566,0.027338509695516,0.0805389221556886,313.14294489073205
1304,2000,Cyprus,447.8622575064816,0.0282209015133953,0.0807017543859649,298.15522190202387
1305,2001,Cyprus,528.7987289262709,0.0315322215947894,0.0882785679254536,341.2782919704044
1306,2002,Cyprus,361.5017704997901,0.0213016073536179,0.0569178852643419,248.1919048060636
1307,2003,Cyprus,349.8778202513628,0.0198516312435715,0.0491518889745566,290.1686175070748
1308,2004,Cyprus,363.5200802641153,0.019557691617927,0.0506163615988046,335.1233329917384
1309,2005,Cyprus,394.99114749175374,0.0203746974323698,0.0513343532211456,370.5010008262565
1310,2006,Cyprus,388.64981975253534,0.018999978625024,0.0485623003194888,370.65360608210574
1311,2007,Cyprus,368.40282321112977,0.016845996583175,0.0448464578899361,380.80485758084205
1312,2008,Cyprus,369.6274679314166,0.0162970494449744,0.0426428079834824,419.41132547313913
1313,2009,Cyprus,403.507850511892,0.0181681950779023,0.0433721078869998,429.28304288938415
1314,2010,Cyprus,418.66485509889367,0.0185780774358584,0.0444362292051756,429.099217038509
1315,2011,Cyprus,387.90893223536153,0.0174266234874223,0.0413046080191502,426.4313941733297
1316,2012,Cyprus,354.15685548073486,0.016593986958443,0.0395004285539365,365.1949968647681
1317,2013,Cyprus,319.5452355962016,0.0161106158183007,0.0381711652402896,336.473217697501
1318,2014,Cyprus,301.34144588562293,0.0154726052157521,0.0382647559591373,310.59620017267736
1319,2015,Cyprus,337.43535715642514,0.016532133628801,0.0418781869688385,282.42184324622923
1320,2016,Cyprus,309.2134887742529,0.0141082573401925,0.0376565143824027,252.4401794474788
1321,2017,Cyprus,366.84531696376575,0.0158311130576662,0.043136511375948,304.28953475952886
1322,2018,Cyprus,433.276068317278,0.017804857086627,0.041419732985998,378.8132715323703
1323,2019,Cyprus,469.00295360032646,0.0185804350217823,0.0467909604519774,386.667199528492
1324,2020,Cyprus,483.4150233671492,0.0205348028516362,0.043645157970567,400.5095471144567
1325,2021,Cyprus,490.54723334915474,0.0198681221837651,0.0412130344697683,425.5776029477668
1326,1988,Czechia,,,,
1327,1989,Czechia,,,,
1328,1990,Czechia,,,,
1329,1991,Czechia,,,,
1330,1992,Czechia,,,,
1331,1993,Czechia,2631.104126649578,0.023304040663427,,78.73206553906067
1332,1994,Czechia,2717.849553774625,0.0228340085763757,,90.5561988813938
1333,1995,Czechia,2606.3874216555146,0.0184362277299768,0.0336735398708564,102.85310471873662
1334,1996,Czechia,2585.795082868133,0.0173190468756652,0.0401653016597308,108.59167449235534
1335,1997,Czechia,2445.0703144461886,0.0166204579070562,0.03812318606901,95.60111547953896
1336,1998,Czechia,2653.986423367831,0.0182593182035358,0.0416772493509225,112.96132647899162
1337,1999,Czechia,2877.7225322954496,0.0185906992321231,0.0449455755322773,117.01260139611034
1338,2000,Czechia,2971.3614467204334,0.0187735695616487,0.0458279087375234,112.47877196315488
1339,2001,Czechia,2858.550887200377,0.0175124955758828,0.0402657616363597,115.13191727024842
1340,2002,Czechia,3051.3116849761086,0.0182440696826275,0.040710916800916,145.76574294067726
1341,2003,Czechia,3313.677108386717,0.018927640441762,0.0383556379158675,184.16902913902348
1342,2004,Czechia,3181.4680089711014,0.0171370317302128,0.0402696346427571,199.44193091413325
1343,2005,Czechia,3478.4027732921886,0.0179008377206133,0.0419832742141021,237.81814332189813
1344,2006,Czechia,3213.277006682375,0.0157590615799712,0.0378151553260046,237.88364984452863
1345,2007,Czechia,3101.0256654135246,0.0143091473514999,0.035206640905564,261.4093215107949
1346,2008,Czechia,2643.868721817272,0.012324715671579,0.0301569365596213,279.97082526344064
1347,2009,Czechia,2722.072454698183,0.0131056414250743,0.0295455504283269,259.20666601764844
1348,2010,Czechia,2469.3947923653263,0.0119477218141336,0.0273841921968395,237.0601646306584
1349,2011,Czechia,2223.8220278018507,0.0107783649896869,0.0249570513821646,234.15475149082025
1350,2012,Czechia,2137.735689191032,0.010632168166006,0.0237988750359249,209.86772465604588
1351,2013,Czechia,2038.5409350679377,0.0101508371972556,0.0238002259303781,202.96442817525576
1352,2014,Czechia,2028.509137496038,0.0096622781806475,0.0226696648139699,191.0002167117844
1353,2015,Czechia,2108.6045072060074,0.0094658209556062,0.0225730713152939,167.89804635314638
1354,2016,Czechia,2285.623565080324,0.0099612810262018,0.0250591827380446,184.0978434923516
1355,2017,Czechia,2282.741032519657,0.0095665542172635,0.0245421580064371,195.25627862262385
1356,2018,Czechia,2691.829011723677,0.010886700008226,0.0268126518908907,254.08002843664096
1357,2019,Czechia,2965.7816916568154,0.0115252140285868,0.0280696249517872,272.26611438116714
1358,2020,Czechia,3252.5050618188084,0.0132581911041345,0.0281231107795126,303.71697280967487
1359,2021,Czechia,3574.3559183594466,0.0143409136194149,0.0301350465423912,366.95859813569245
1360,1988,Czechoslovakia,8172.873085223165,,,
1361,1989,Czechoslovakia,12070.71369584125,,,
1362,1990,Czechoslovakia,10529.945520208148,,,15666.186835168535
1363,1991,Czechoslovakia,6907.05075085448,,,
1364,1992,Czechoslovakia,7006.446204629246,,,
1365,1993,Czechoslovakia,,,,
1366,1994,Czechoslovakia,,,,
1367,1995,Czechoslovakia,,,,
1368,1996,Czechoslovakia,,,,
1369,1997,Czechoslovakia,,,,
1370,1998,Czechoslovakia,,,,
1371,1999,Czechoslovakia,,,,
1372,2000,Czechoslovakia,,,,
1373,2001,Czechoslovakia,,,,
1374,2002,Czechoslovakia,,,,
1375,2003,Czechoslovakia,,,,
1376,2004,Czechoslovakia,,,,
1377,2005,Czechoslovakia,,,,
1378,2006,Czechoslovakia,,,,
1379,2007,Czechoslovakia,,,,
1380,2008,Czechoslovakia,,,,
1381,2009,Czechoslovakia,,,,
1382,2010,Czechoslovakia,,,,
1383,2011,Czechoslovakia,,,,
1384,2012,Czechoslovakia,,,,
1385,2013,Czechoslovakia,,,,
1386,2014,Czechoslovakia,,,,
1387,2015,Czechoslovakia,,,,
1388,2016,Czechoslovakia,,,,
1389,2017,Czechoslovakia,,,,
1390,2018,Czechoslovakia,,,,
1391,2019,Czechoslovakia,,,,
1392,2020,Czechoslovakia,,,,
1393,2021,Czechoslovakia,,,,
1394,1988,Denmark,4305.500231026144,0.0208747063241539,0.036421038395982,453.03073802014165
1395,1989,Denmark,4199.153834548978,0.0202422013695156,0.0351920316933313,425.6661130687272
1396,1990,Denmark,4202.369951554141,0.0195075703504915,0.0348803573327661,515.4424184944755
1397,1991,Denmark,4278.391079740664,0.0195468015000634,0.0346559548383695,518.3213715814009
1398,1992,Denmark,4199.6300349664725,0.0188937728533689,0.0329377875975163,548.6746667808643
1399,1993,Denmark,4210.941623971787,0.019071976696874,0.0315876853437862,516.6656224712816
1400,1994,Denmark,4105.572328833212,0.0177010988336088,0.0293625742214494,521.7405568492944
1401,1995,Denmark,4061.8837487568967,0.016853146650741,0.0287960013979281,595.8276603229801
1402,1996,Denmark,4074.766134958648,0.0164481665845606,0.0283596682920335,587.2930437080098
1403,1997,Denmark,4127.01494031937,0.0161596120506504,0.0289041968125948,531.3219179042555
1404,1998,Denmark,4172.559957784045,0.0160802638812534,0.0290282367374398,536.9934600329292
1405,1999,Denmark,4147.082643491449,0.0156485472255402,0.0286954132830754,523.27719918927
1406,2000,Denmark,4011.61625314814,0.0145744405054743,0.0276624322170998,447.95185006307617
1407,2001,Denmark,4260.099271614042,0.0153238072045298,0.0290018063170038,471.300079302108
1408,2002,Denmark,4209.131390050155,0.0150814985204971,0.0283410574229878,501.41122151755263
